gutenberg_id,text,title
1524,,"Hamlet, Prince of Denmark"
1524,Laer.,"Hamlet, Prince of Denmark"
1524,Think it no more:,"Hamlet, Prince of Denmark"
1524,"For nature, crescent, does not grow alone","Hamlet, Prince of Denmark"
1524,"In thews and bulk; but as this temple waxes,","Hamlet, Prince of Denmark"
1524,The inward service of the mind and soul,"Hamlet, Prince of Denmark"
1524,Grows wide withal. Perhaps he loves you now;,"Hamlet, Prince of Denmark"
1524,And now no soil nor cautel doth besmirch,"Hamlet, Prince of Denmark"
1524,"The virtue of his will: but you must fear,","Hamlet, Prince of Denmark"
1524,"His greatness weigh'd, his will is not his own;","Hamlet, Prince of Denmark"
1524,For he himself is subject to his birth:,"Hamlet, Prince of Denmark"
1524,"He may not, as unvalu'd persons do,","Hamlet, Prince of Denmark"
1524,Carve for himself; for on his choice depends,"Hamlet, Prince of Denmark"
1524,The safety and health of this whole state;,"Hamlet, Prince of Denmark"
1524,And therefore must his choice be circumscrib'd,"Hamlet, Prince of Denmark"
1524,Unto the voice and yielding of that body,"Hamlet, Prince of Denmark"
1524,"Whereof he is the head. Then if he says he loves you,","Hamlet, Prince of Denmark"
1524,It fits your wisdom so far to believe it,"Hamlet, Prince of Denmark"
1524,As he in his particular act and place,"Hamlet, Prince of Denmark"
1524,May give his saying deed; which is no further,"Hamlet, Prince of Denmark"
1524,Than the main voice of Denmark goes withal.,"Hamlet, Prince of Denmark"
1524,Then weigh what loss your honour may sustain,"Hamlet, Prince of Denmark"
1524,"If with too credent ear you list his songs,","Hamlet, Prince of Denmark"
1524,"Or lose your heart, or your chaste treasure open","Hamlet, Prince of Denmark"
1524,To his unmaster'd importunity.,"Hamlet, Prince of Denmark"
1524,"Fear it, Ophelia, fear it, my dear sister;","Hamlet, Prince of Denmark"
1524,"And keep you in the rear of your affection,","Hamlet, Prince of Denmark"
1524,Out of the shot and danger of desire.,"Hamlet, Prince of Denmark"
1524,The chariest maid is prodigal enough,"Hamlet, Prince of Denmark"
1524,If she unmask her beauty to the moon:,"Hamlet, Prince of Denmark"
1524,Virtue itself scopes not calumnious strokes:,"Hamlet, Prince of Denmark"
1524,The canker galls the infants of the spring,"Hamlet, Prince of Denmark"
1524,Too oft before their buttons be disclos'd:,"Hamlet, Prince of Denmark"
1524,And in the morn and liquid dew of youth,"Hamlet, Prince of Denmark"
1524,Contagious blastments are most imminent.,"Hamlet, Prince of Denmark"
1524,Be wary then; best safety lies in fear:,"Hamlet, Prince of Denmark"
1524,"Youth to itself rebels, though none else near.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Oph.,"Hamlet, Prince of Denmark"
1524,I shall th' effect of this good lesson keep,"Hamlet, Prince of Denmark"
1524,"As watchman to my heart. But, good my brother,","Hamlet, Prince of Denmark"
1524,"Do not, as some ungracious pastors do,","Hamlet, Prince of Denmark"
1524,Show me the steep and thorny way to heaven;,"Hamlet, Prince of Denmark"
1524,"Whilst, like a puff'd and reckless libertine,","Hamlet, Prince of Denmark"
1524,Himself the primrose path of dalliance treads,"Hamlet, Prince of Denmark"
1524,And recks not his own read.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Laer.,"Hamlet, Prince of Denmark"
1524,"O, fear me not.","Hamlet, Prince of Denmark"
1524,I stay too long:--but here my father comes.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Enter Polonius.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,A double blessing is a double grace;,"Hamlet, Prince of Denmark"
1524,Occasion smiles upon a second leave.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Pol.,"Hamlet, Prince of Denmark"
1524,"Yet here, Laertes! aboard, aboard, for shame!","Hamlet, Prince of Denmark"
1524,"The wind sits in the shoulder of your sail,","Hamlet, Prince of Denmark"
1524,"And you are stay'd for. There,--my blessing with thee!","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Laying his hand on Laertes's head.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,And these few precepts in thy memory,"Hamlet, Prince of Denmark"
1524,"Look thou character. Give thy thoughts no tongue,","Hamlet, Prince of Denmark"
1524,Nor any unproportion'd thought his act.,"Hamlet, Prince of Denmark"
1524,"Be thou familiar, but by no means vulgar.","Hamlet, Prince of Denmark"
1524,"Those friends thou hast, and their adoption tried,","Hamlet, Prince of Denmark"
1524,Grapple them unto thy soul with hoops of steel;,"Hamlet, Prince of Denmark"
1524,But do not dull thy palm with entertainment,"Hamlet, Prince of Denmark"
1524,"Of each new-hatch'd, unfledg'd comrade. Beware","Hamlet, Prince of Denmark"
1524,"Of entrance to a quarrel; but, being in,","Hamlet, Prince of Denmark"
1524,Bear't that the opposed may beware of thee.,"Hamlet, Prince of Denmark"
1524,"Give every man thine ear, but few thy voice:","Hamlet, Prince of Denmark"
1524,"Take each man's censure, but reserve thy judgment.","Hamlet, Prince of Denmark"
1524,"Costly thy habit as thy purse can buy,","Hamlet, Prince of Denmark"
1524,"But not express'd in fancy; rich, not gaudy:","Hamlet, Prince of Denmark"
1524,For the apparel oft proclaims the man;,"Hamlet, Prince of Denmark"
1524,And they in France of the best rank and station,"Hamlet, Prince of Denmark"
1524,Are most select and generous chief in that.,"Hamlet, Prince of Denmark"
1524,Neither a borrower nor a lender be:,"Hamlet, Prince of Denmark"
1524,For loan oft loses both itself and friend;,"Hamlet, Prince of Denmark"
1524,And borrowing dulls the edge of husbandry.,"Hamlet, Prince of Denmark"
1524,"This above all,--to thine own self be true;","Hamlet, Prince of Denmark"
1524,"And it must follow, as the night the day,","Hamlet, Prince of Denmark"
1524,Thou canst not then be false to any man.,"Hamlet, Prince of Denmark"
1524,Farewell: my blessing season this in thee!,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Laer.,"Hamlet, Prince of Denmark"
1524,"Most humbly do I take my leave, my lord.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Pol.,"Hamlet, Prince of Denmark"
1524,"The time invites you; go, your servants tend.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Laer.,"Hamlet, Prince of Denmark"
1524,"Farewell, Ophelia; and remember well","Hamlet, Prince of Denmark"
1524,What I have said to you.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Oph.,"Hamlet, Prince of Denmark"
1524,"'Tis in my memory lock'd,","Hamlet, Prince of Denmark"
1524,And you yourself shall keep the key of it.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Laer.,"Hamlet, Prince of Denmark"
1524,Farewell.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Exit.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Pol.,"Hamlet, Prince of Denmark"
1524,"What is't, Ophelia, he hath said to you?","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Oph.,"Hamlet, Prince of Denmark"
1524,"So please you, something touching the Lord Hamlet.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Pol.,"Hamlet, Prince of Denmark"
1524,"Marry, well bethought:","Hamlet, Prince of Denmark"
1524,'Tis told me he hath very oft of late,"Hamlet, Prince of Denmark"
1524,Given private time to you; and you yourself,"Hamlet, Prince of Denmark"
1524,Have of your audience been most free and bounteous;,"Hamlet, Prince of Denmark"
1524,"If it be so,--as so 'tis put on me,","Hamlet, Prince of Denmark"
1524,"And that in way of caution,--I must tell you","Hamlet, Prince of Denmark"
1524,You do not understand yourself so clearly,"Hamlet, Prince of Denmark"
1524,As it behooves my daughter and your honour.,"Hamlet, Prince of Denmark"
1524,What is between you? give me up the truth.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Oph.,"Hamlet, Prince of Denmark"
1524,"He hath, my lord, of late made many tenders","Hamlet, Prince of Denmark"
1524,Of his affection to me.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Pol.,"Hamlet, Prince of Denmark"
1524,"Affection! pooh! you speak like a green girl,","Hamlet, Prince of Denmark"
1524,Unsifted in such perilous circumstance.,"Hamlet, Prince of Denmark"
1524,"Do you believe his tenders, as you call them?","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Oph.,"Hamlet, Prince of Denmark"
1524,"I do not know, my lord, what I should think.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Pol.,"Hamlet, Prince of Denmark"
1524,"Marry, I'll teach you: think yourself a baby;","Hamlet, Prince of Denmark"
1524,"That you have ta'en these tenders for true pay,","Hamlet, Prince of Denmark"
1524,Which are not sterling. Tender yourself more dearly;,"Hamlet, Prince of Denmark"
1524,"Or,--not to crack the wind of the poor phrase,","Hamlet, Prince of Denmark"
1524,"Wronging it thus,--you'll tender me a fool.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Oph.,"Hamlet, Prince of Denmark"
1524,"My lord, he hath importun'd me with love","Hamlet, Prince of Denmark"
1524,In honourable fashion.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Pol.,"Hamlet, Prince of Denmark"
1524,"Ay, fashion you may call it; go to, go to.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Oph.,"Hamlet, Prince of Denmark"
1524,"And hath given countenance to his speech, my lord,","Hamlet, Prince of Denmark"
1524,With almost all the holy vows of heaven.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Pol.,"Hamlet, Prince of Denmark"
1524,"Ay, springes to catch woodcocks. I do know,","Hamlet, Prince of Denmark"
1524,"When the blood burns, how prodigal the soul","Hamlet, Prince of Denmark"
1524,"Lends the tongue vows: these blazes, daughter,","Hamlet, Prince of Denmark"
1524,"Giving more light than heat,--extinct in both,","Hamlet, Prince of Denmark"
1524,"Even in their promise, as it is a-making,--","Hamlet, Prince of Denmark"
1524,You must not take for fire. From this time,"Hamlet, Prince of Denmark"
1524,Be something scanter of your maiden presence;,"Hamlet, Prince of Denmark"
1524,Set your entreatments at a higher rate,"Hamlet, Prince of Denmark"
1524,"Than a command to parley. For Lord Hamlet,","Hamlet, Prince of Denmark"
1524,"Believe so much in him, that he is young;","Hamlet, Prince of Denmark"
1524,And with a larger tether may he walk,"Hamlet, Prince of Denmark"
1524,"Than may be given you: in few, Ophelia,","Hamlet, Prince of Denmark"
1524,"Do not believe his vows; for they are brokers,--","Hamlet, Prince of Denmark"
1524,"Not of that dye which their investments show,","Hamlet, Prince of Denmark"
1524,"But mere implorators of unholy suits,","Hamlet, Prince of Denmark"
1524,"Breathing like sanctified and pious bawds,","Hamlet, Prince of Denmark"
1524,"The better to beguile. This is for all,--","Hamlet, Prince of Denmark"
1524,"I would not, in plain terms, from this time forth","Hamlet, Prince of Denmark"
1524,Have you so slander any moment leisure,"Hamlet, Prince of Denmark"
1524,As to give words or talk with the Lord Hamlet.,"Hamlet, Prince of Denmark"
1524,"Look to't, I charge you; come your ways.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Oph.,"Hamlet, Prince of Denmark"
1524,"I shall obey, my lord.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Exeunt.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Scene IV. The platform.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,"[Enter Hamlet, Horatio, and Marcellus.]","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,The air bites shrewdly; it is very cold.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,It is a nipping and an eager air.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,What hour now?,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,I think it lacks of twelve.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Mar.,"Hamlet, Prince of Denmark"
1524,"No, it is struck.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,Indeed? I heard it not: then draws near the season,"Hamlet, Prince of Denmark"
1524,Wherein the spirit held his wont to walk.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,"[A flourish of trumpets, and ordnance shot off within.]","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,"What does this mean, my lord?","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,"The King doth wake to-night and takes his rouse,","Hamlet, Prince of Denmark"
1524,"Keeps wassail, and the swaggering up-spring reels;","Hamlet, Prince of Denmark"
1524,"And, as he drains his draughts of Rhenish down,","Hamlet, Prince of Denmark"
1524,The kettle-drum and trumpet thus bray out,"Hamlet, Prince of Denmark"
1524,The triumph of his pledge.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,Is it a custom?,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,"Ay, marry, is't;","Hamlet, Prince of Denmark"
1524,"But to my mind,--though I am native here,","Hamlet, Prince of Denmark"
1524,"And to the manner born,--it is a custom","Hamlet, Prince of Denmark"
1524,More honour'd in the breach than the observance.,"Hamlet, Prince of Denmark"
1524,This heavy-headed revel east and west,"Hamlet, Prince of Denmark"
1524,Makes us traduc'd and tax'd of other nations:,"Hamlet, Prince of Denmark"
1524,"They clepe us drunkards, and with swinish phrase","Hamlet, Prince of Denmark"
1524,"Soil our addition; and, indeed, it takes","Hamlet, Prince of Denmark"
1524,"From our achievements, though perform'd at height,","Hamlet, Prince of Denmark"
1524,The pith and marrow of our attribute.,"Hamlet, Prince of Denmark"
1524,So oft it chances in particular men,"Hamlet, Prince of Denmark"
1524,"That, for some vicious mole of nature in them,","Hamlet, Prince of Denmark"
1524,"As in their birth,--wherein they are not guilty,","Hamlet, Prince of Denmark"
1524,"Since nature cannot choose his origin,--","Hamlet, Prince of Denmark"
1524,"By the o'ergrowth of some complexion,","Hamlet, Prince of Denmark"
1524,Oft breaking down the pales and forts of reason;,"Hamlet, Prince of Denmark"
1524,"Or by some habit, that too much o'er-leavens","Hamlet, Prince of Denmark"
1524,"The form of plausive manners;--that these men,--","Hamlet, Prince of Denmark"
1524,"Carrying, I say, the stamp of one defect,","Hamlet, Prince of Denmark"
1524,"Being nature's livery, or fortune's star,--","Hamlet, Prince of Denmark"
1524,"Their virtues else,--be they as pure as grace,","Hamlet, Prince of Denmark"
1524,"As infinite as man may undergo,--","Hamlet, Prince of Denmark"
1524,Shall in the general censure take corruption,"Hamlet, Prince of Denmark"
1524,From that particular fault: the dram of eale,"Hamlet, Prince of Denmark"
1524,Doth all the noble substance often doubt,"Hamlet, Prince of Denmark"
1524,To his own scandal.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,"Look, my lord, it comes!","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Enter Ghost.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,Angels and ministers of grace defend us!--,"Hamlet, Prince of Denmark"
1524,"Be thou a spirit of health or goblin damn'd,","Hamlet, Prince of Denmark"
1524,"Bring with thee airs from heaven or blasts from hell,","Hamlet, Prince of Denmark"
1524,"Be thy intents wicked or charitable,","Hamlet, Prince of Denmark"
1524,Thou com'st in such a questionable shape,"Hamlet, Prince of Denmark"
1524,"That I will speak to thee: I'll call thee Hamlet,","Hamlet, Prince of Denmark"
1524,"King, father, royal Dane; O, answer me!","Hamlet, Prince of Denmark"
1524,Let me not burst in ignorance; but tell,"Hamlet, Prince of Denmark"
1524,"Why thy canoniz'd bones, hearsed in death,","Hamlet, Prince of Denmark"
1524,"Have burst their cerements; why the sepulchre,","Hamlet, Prince of Denmark"
1524,"Wherein we saw thee quietly in-urn'd,","Hamlet, Prince of Denmark"
1524,Hath op'd his ponderous and marble jaws,"Hamlet, Prince of Denmark"
1524,"To cast thee up again! What may this mean,","Hamlet, Prince of Denmark"
1524,"That thou, dead corse, again in complete steel,","Hamlet, Prince of Denmark"
1524,"Revisit'st thus the glimpses of the moon,","Hamlet, Prince of Denmark"
1524,"Making night hideous, and we fools of nature","Hamlet, Prince of Denmark"
1524,So horridly to shake our disposition,"Hamlet, Prince of Denmark"
1524,With thoughts beyond the reaches of our souls?,"Hamlet, Prince of Denmark"
1524,"Say, why is this? wherefore? what should we do?","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Ghost beckons Hamlet.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,"It beckons you to go away with it,","Hamlet, Prince of Denmark"
1524,As if it some impartment did desire,"Hamlet, Prince of Denmark"
1524,To you alone.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Mar.,"Hamlet, Prince of Denmark"
1524,Look with what courteous action,"Hamlet, Prince of Denmark"
1524,It waves you to a more removed ground:,"Hamlet, Prince of Denmark"
1524,But do not go with it!,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,"No, by no means.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,It will not speak; then will I follow it.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,"Do not, my lord.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,"Why, what should be the fear?","Hamlet, Prince of Denmark"
1524,I do not set my life at a pin's fee;,"Hamlet, Prince of Denmark"
1524,"And for my soul, what can it do to that,","Hamlet, Prince of Denmark"
1524,Being a thing immortal as itself?,"Hamlet, Prince of Denmark"
1524,It waves me forth again;--I'll follow it.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,"What if it tempt you toward the flood, my lord,","Hamlet, Prince of Denmark"
1524,Or to the dreadful summit of the cliff,"Hamlet, Prince of Denmark"
1524,"That beetles o'er his base into the sea,","Hamlet, Prince of Denmark"
1524,And there assume some other horrible form,"Hamlet, Prince of Denmark"
1524,"Which might deprive your sovereignty of reason,","Hamlet, Prince of Denmark"
1524,And draw you into madness? think of it:,"Hamlet, Prince of Denmark"
1524,"The very place puts toys of desperation,","Hamlet, Prince of Denmark"
1524,"Without more motive, into every brain","Hamlet, Prince of Denmark"
1524,That looks so many fadoms to the sea,"Hamlet, Prince of Denmark"
1524,And hears it roar beneath.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,It waves me still.--,"Hamlet, Prince of Denmark"
1524,Go on; I'll follow thee.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Mar.,"Hamlet, Prince of Denmark"
1524,"You shall not go, my lord.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,Hold off your hands.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,Be rul'd; you shall not go.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,"My fate cries out,","Hamlet, Prince of Denmark"
1524,And makes each petty artery in this body,"Hamlet, Prince of Denmark"
1524,As hardy as the Nemean lion's nerve.--,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Ghost beckons.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,"Still am I call'd;--unhand me, gentlemen;--","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Breaking free from them.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,"By heaven, I'll make a ghost of him that lets me!--","Hamlet, Prince of Denmark"
1524,"I say, away!--Go on; I'll follow thee.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Exeunt Ghost and Hamlet.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,He waxes desperate with imagination.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Mar.,"Hamlet, Prince of Denmark"
1524,Let's follow; 'tis not fit thus to obey him.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,Have after.--To what issue will this come?,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Mar.,"Hamlet, Prince of Denmark"
1524,Something is rotten in the state of Denmark.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Hor.,"Hamlet, Prince of Denmark"
1524,Heaven will direct it.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Mar.,"Hamlet, Prince of Denmark"
1524,"Nay, let's follow him.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Exeunt.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Scene V. A more remote part of the Castle.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,[Enter Ghost and Hamlet.],"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,Whither wilt thou lead me? speak! I'll go no further.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ghost.,"Hamlet, Prince of Denmark"
1524,Mark me.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,I will.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ghost.,"Hamlet, Prince of Denmark"
1524,"My hour is almost come,","Hamlet, Prince of Denmark"
1524,When I to sulph'uous and tormenting flames,"Hamlet, Prince of Denmark"
1524,Must render up myself.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,"Alas, poor ghost!","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ghost.,"Hamlet, Prince of Denmark"
1524,"Pity me not, but lend thy serious hearing","Hamlet, Prince of Denmark"
1524,To what I shall unfold.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,Speak; I am bound to hear.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ghost.,"Hamlet, Prince of Denmark"
1524,"So art thou to revenge, when thou shalt hear.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,What?,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ghost.,"Hamlet, Prince of Denmark"
1524,I am thy father's spirit;,"Hamlet, Prince of Denmark"
1524,"Doom'd for a certain term to walk the night,","Hamlet, Prince of Denmark"
1524,"And for the day confin'd to wastein fires,","Hamlet, Prince of Denmark"
1524,Till the foul crimes done in my days of nature,"Hamlet, Prince of Denmark"
1524,Are burnt and purg'd away. But that I am forbid,"Hamlet, Prince of Denmark"
1524,"To tell the secrets of my prison-house,","Hamlet, Prince of Denmark"
1524,I could a tale unfold whose lightest word,"Hamlet, Prince of Denmark"
1524,Would harrow up thy soul; freeze thy young blood;,"Hamlet, Prince of Denmark"
1524,"Make thy two eyes, like stars, start from their spheres;","Hamlet, Prince of Denmark"
1524,"Thy knotted and combined locks to part,","Hamlet, Prince of Denmark"
1524,And each particular hair to stand on end,"Hamlet, Prince of Denmark"
1524,Like quills upon the fretful porcupine:,"Hamlet, Prince of Denmark"
1524,But this eternal blazon must not be,"Hamlet, Prince of Denmark"
1524,"To ears of flesh and blood.--List, list, O, list!--","Hamlet, Prince of Denmark"
1524,If thou didst ever thy dear father love--,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,O God!,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ghost.,"Hamlet, Prince of Denmark"
1524,Revenge his foul and most unnatural murder.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,Murder!,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ghost.,"Hamlet, Prince of Denmark"
1524,"Murder most foul, as in the best it is;","Hamlet, Prince of Denmark"
1524,"But this most foul, strange, and unnatural.","Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,"Haste me to know't, that I, with wings as swift","Hamlet, Prince of Denmark"
1524,"As meditation or the thoughts of love,","Hamlet, Prince of Denmark"
1524,May sweep to my revenge.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ghost.,"Hamlet, Prince of Denmark"
1524,I find thee apt;,"Hamlet, Prince of Denmark"
1524,And duller shouldst thou be than the fat weed,"Hamlet, Prince of Denmark"
1524,"That rots itself in ease on Lethe wharf,","Hamlet, Prince of Denmark"
1524,"Wouldst thou not stir in this. Now, Hamlet, hear.","Hamlet, Prince of Denmark"
1524,"'Tis given out that, sleeping in my orchard,","Hamlet, Prince of Denmark"
1524,A serpent stung me; so the whole ear of Denmark,"Hamlet, Prince of Denmark"
1524,Is by a forged process of my death,"Hamlet, Prince of Denmark"
1524,"Rankly abus'd; but know, thou noble youth,","Hamlet, Prince of Denmark"
1524,The serpent that did sting thy father's life,"Hamlet, Prince of Denmark"
1524,Now wears his crown.,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ham.,"Hamlet, Prince of Denmark"
1524,O my prophetic soul!,"Hamlet, Prince of Denmark"
1524,Mine uncle!,"Hamlet, Prince of Denmark"
1524,,"Hamlet, Prince of Denmark"
1524,Ghost.,"Hamlet, Prince of Denmark"
1524,"Ay, that incestuous, that adulterate beast,","Hamlet, Prince of Denmark"
1524,"With witchcraft of his wit, with traitorous gifts,--","Hamlet, Prince of Denmark"
1524,"O wicked wit and gifts, that have the power","Hamlet, Prince of Denmark"
