symbol,date,price
RSXFSN,2013-03-01,374155
RSXFSN,2013-04-01,362984
RSXFSN,2013-05-01,389700
RSXFSN,2013-06-01,369274
RSXFSN,2013-07-01,376928
RSXFSN,2013-08-01,388112
RSXFSN,2013-09-01,352560
RSXFSN,2013-10-01,369638
RSXFSN,2013-11-01,378498
RSXFSN,2013-12-01,430321
RSXFSN,2014-01-01,340122
RSXFSN,2014-02-01,337129
RSXFSN,2014-03-01,383241
RSXFSN,2014-04-01,383688
RSXFSN,2014-05-01,408177
RSXFSN,2014-06-01,385387
RSXFSN,2014-07-01,394591
RSXFSN,2014-08-01,401280
RSXFSN,2014-09-01,374354
RSXFSN,2014-10-01,388322
RSXFSN,2014-11-01,391551
RSXFSN,2014-12-01,451598
RSXFSN,2015-01-01,350067
RSXFSN,2015-02-01,341459
RSXFSN,2015-03-01,392848
RSXFSN,2015-04-01,387352
RSXFSN,2015-05-01,409376
RSXFSN,2015-06-01,397752
RSXFSN,2015-07-01,406393
RSXFSN,2015-08-01,404729
RSXFSN,2015-09-01,382020
RSXFSN,2015-10-01,392545
RSXFSN,2015-11-01,396490
RSXFSN,2015-12-01,464962
RSXFSN,2016-01-01,351931
RSXFSN,2016-02-01,363688
RSXFSN,2016-03-01,405312
RSXFSN,2016-04-01,395099
RSXFSN,2016-05-01,413410
RSXFSN,2016-06-01,410449
RSXFSN,2016-07-01,406195
RSXFSN,2016-08-01,416863
RSXFSN,2016-09-01,394600
RSXFSN,2016-10-01,397627
RSXFSN,2016-11-01,414703
RSXFSN,2016-12-01,483081
RSXFSN,2017-01-01,369241
RSXFSN,2017-02-01,365865
RSXFSN,2017-03-01,423634
RSXFSN,2017-04-01,408175
RSXFSN,2017-05-01,435790
RSXFSN,2017-06-01,424415
RSXFSN,2017-07-01,418069
RSXFSN,2017-08-01,433057
RSXFSN,2017-09-01,413638
RSXFSN,2017-10-01,418956
RSXFSN,2017-11-01,443586
RSXFSN,2017-12-01,498725
RSXFSN,2018-01-01,390170
RSXFSN,2018-02-01,381258
RSXFSN,2018-03-01,445835
RSXFSN,2018-04-01,421257
RSXFSN,2018-05-01,465223
RSXFSN,2018-06-01,444720
RSXFSN,2018-07-01,442975
RSXFSN,2018-08-01,457386
RSXFSN,2018-09-01,418629
RSXFSN,2018-10-01,443581
RSXFSN,2018-11-01,461965
RSXFSN,2018-12-01,496469
RSXFSN,2019-01-01,401341
RSXFSN,2019-02-01,386840
RSXFSN,2019-03-01,449507
RSXFSN,2019-04-01,445959
RSXFSN,2019-05-01,479466
RSXFSN,2019-06-01,452242
RSXFSN,2019-07-01,466160
RSXFSN,2019-08-01,477537
RSXFSN,2019-09-01,433299
RSXFSN,2019-10-01,460534
RSXFSN,2019-11-01,473026
RSXFSN,2019-12-01,526295
RSXFSN,2020-01-01,421093
RSXFSN,2020-02-01,417777
RSXFSN,2020-03-01,434017
RSXFSN,2020-04-01,368993
GDPC1,1967-04-01,4538.37
GDPC1,1967-07-01,4581.309
GDPC1,1967-10-01,4615.853
GDPC1,1968-01-01,4709.993
GDPC1,1968-04-01,4788.688
GDPC1,1968-07-01,4825.799
GDPC1,1968-10-01,4844.779
GDPC1,1969-01-01,4920.605
GDPC1,1969-04-01,4935.564
GDPC1,1969-07-01,4968.164
GDPC1,1969-10-01,4943.935
GDPC1,1970-01-01,4936.594
GDPC1,1970-04-01,4943.6
GDPC1,1970-07-01,4989.159
GDPC1,1970-10-01,4935.693
GDPC1,1971-01-01,5069.746
GDPC1,1971-04-01,5097.179
GDPC1,1971-07-01,5139.128
GDPC1,1971-10-01,5151.245
GDPC1,1972-01-01,5245.974
GDPC1,1972-04-01,5365.045
GDPC1,1972-07-01,5415.712
GDPC1,1972-10-01,5506.396
GDPC1,1973-01-01,5642.669
GDPC1,1973-04-01,5704.098
GDPC1,1973-07-01,5674.1
GDPC1,1973-10-01,5727.96
GDPC1,1974-01-01,5678.713
GDPC1,1974-04-01,5692.21
GDPC1,1974-07-01,5638.411
GDPC1,1974-10-01,5616.526
GDPC1,1975-01-01,5548.156
GDPC1,1975-04-01,5587.8
GDPC1,1975-07-01,5683.444
GDPC1,1975-10-01,5759.972
GDPC1,1976-01-01,5889.5
GDPC1,1976-04-01,5932.711
GDPC1,1976-07-01,5965.265
GDPC1,1976-10-01,6008.504
GDPC1,1977-01-01,6079.494
GDPC1,1977-04-01,6197.686
GDPC1,1977-07-01,6309.514
GDPC1,1977-10-01,6309.652
GDPC1,1978-01-01,6329.791
GDPC1,1978-04-01,6574.39
GDPC1,1978-07-01,6640.497
GDPC1,1978-10-01,6729.755
GDPC1,1979-01-01,6741.854
GDPC1,1979-04-01,6749.063
GDPC1,1979-07-01,6799.2
GDPC1,1979-10-01,6816.203
GDPC1,1980-01-01,6837.641
GDPC1,1980-04-01,6696.753
GDPC1,1980-07-01,6688.794
GDPC1,1980-10-01,6813.535
GDPC1,1981-01-01,6947.042
GDPC1,1981-04-01,6895.559
GDPC1,1981-07-01,6978.135
GDPC1,1981-10-01,6902.105
GDPC1,1982-01-01,6794.878
GDPC1,1982-04-01,6825.876
GDPC1,1982-07-01,6799.781
GDPC1,1982-10-01,6802.497
GDPC1,1983-01-01,6892.144
GDPC1,1983-04-01,7048.982
GDPC1,1983-07-01,7189.896
GDPC1,1983-10-01,7339.893
GDPC1,1984-01-01,7483.371
GDPC1,1984-04-01,7612.668
GDPC1,1984-07-01,7686.059
GDPC1,1984-10-01,7749.151
GDPC1,1985-01-01,7824.247
GDPC1,1985-04-01,7893.136
GDPC1,1985-07-01,8013.674
GDPC1,1985-10-01,8073.239
GDPC1,1986-01-01,8148.603
GDPC1,1986-04-01,8185.303
GDPC1,1986-07-01,8263.639
GDPC1,1986-10-01,8308.021
GDPC1,1987-01-01,8369.93
GDPC1,1987-04-01,8460.233
GDPC1,1987-07-01,8533.635
GDPC1,1987-10-01,8680.162
GDPC1,1988-01-01,8725.006
GDPC1,1988-04-01,8839.641
GDPC1,1988-07-01,8891.435
GDPC1,1988-10-01,9009.913
GDPC1,1989-01-01,9101.508
GDPC1,1989-04-01,9170.977
GDPC1,1989-07-01,9238.923
GDPC1,1989-10-01,9257.128
GDPC1,1990-01-01,9358.289
GDPC1,1990-04-01,9392.251
GDPC1,1990-07-01,9398.499
GDPC1,1990-10-01,9312.937
GDPC1,1991-01-01,9269.367
GDPC1,1991-04-01,9341.642
GDPC1,1991-07-01,9388.845
GDPC1,1991-10-01,9421.565
GDPC1,1992-01-01,9534.346
GDPC1,1992-04-01,9637.732
GDPC1,1992-07-01,9732.979
GDPC1,1992-10-01,9834.51
GDPC1,1993-01-01,9850.973
GDPC1,1993-04-01,9908.347
GDPC1,1993-07-01,9955.641
GDPC1,1993-10-01,10091.049
GDPC1,1994-01-01,10188.954
GDPC1,1994-04-01,10327.019
GDPC1,1994-07-01,10387.382
GDPC1,1994-10-01,10506.372
GDPC1,1995-01-01,10543.644
GDPC1,1995-04-01,10575.1
GDPC1,1995-07-01,10665.06
GDPC1,1995-10-01,10737.478
GDPC1,1996-01-01,10817.896
GDPC1,1996-04-01,10998.322
GDPC1,1996-07-01,11096.976
GDPC1,1996-10-01,11212.205
GDPC1,1997-01-01,11284.587
GDPC1,1997-04-01,11472.137
GDPC1,1997-07-01,11615.636
GDPC1,1997-10-01,11715.393
GDPC1,1998-01-01,11832.486
GDPC1,1998-04-01,11942.032
GDPC1,1998-07-01,12091.614
GDPC1,1998-10-01,12287
GDPC1,1999-01-01,12403.293
GDPC1,1999-04-01,12498.694
GDPC1,1999-07-01,12662.385
GDPC1,1999-10-01,12877.593
GDPC1,2000-01-01,12924.179
GDPC1,2000-04-01,13160.842
GDPC1,2000-07-01,13178.419
GDPC1,2000-10-01,13260.506
GDPC1,2001-01-01,13222.69
GDPC1,2001-04-01,13299.984
GDPC1,2001-07-01,13244.784
GDPC1,2001-10-01,13280.859
GDPC1,2002-01-01,13397.002
GDPC1,2002-04-01,13478.152
GDPC1,2002-07-01,13538.072
GDPC1,2002-10-01,13559.032
GDPC1,2003-01-01,13634.253
GDPC1,2003-04-01,13751.543
GDPC1,2003-07-01,13985.073
GDPC1,2003-10-01,14145.645
GDPC1,2004-01-01,14221.147
GDPC1,2004-04-01,14329.523
GDPC1,2004-07-01,14464.984
GDPC1,2004-10-01,14609.876
GDPC1,2005-01-01,14771.602
GDPC1,2005-04-01,14839.782
GDPC1,2005-07-01,14972.054
GDPC1,2005-10-01,15066.597
GDPC1,2006-01-01,15267.026
GDPC1,2006-04-01,15302.705
GDPC1,2006-07-01,15326.368
GDPC1,2006-10-01,15456.928
GDPC1,2007-01-01,15493.328
GDPC1,2007-04-01,15582.085
GDPC1,2007-07-01,15666.738
GDPC1,2007-10-01,15761.967
GDPC1,2008-01-01,15671.383
GDPC1,2008-04-01,15752.308
GDPC1,2008-07-01,15667.032
GDPC1,2008-10-01,15328.027
GDPC1,2009-01-01,15155.94
GDPC1,2009-04-01,15134.117
GDPC1,2009-07-01,15189.222
GDPC1,2009-10-01,15356.058
GDPC1,2010-01-01,15415.145
GDPC1,2010-04-01,15557.277
GDPC1,2010-07-01,15671.967
GDPC1,2010-10-01,15750.625
GDPC1,2011-01-01,15712.754
GDPC1,2011-04-01,15825.096
GDPC1,2011-07-01,15820.7
GDPC1,2011-10-01,16004.107
GDPC1,2012-01-01,16129.418
GDPC1,2012-04-01,16198.807
GDPC1,2012-07-01,16220.667
GDPC1,2012-10-01,16239.138
GDPC1,2013-01-01,16382.964
GDPC1,2013-04-01,16403.18
GDPC1,2013-07-01,16531.685
GDPC1,2013-10-01,16663.649
GDPC1,2014-01-01,16616.54
GDPC1,2014-04-01,16841.475
GDPC1,2014-07-01,17047.098
GDPC1,2014-10-01,17143.038
GDPC1,2015-01-01,17277.58
GDPC1,2015-04-01,17405.669
GDPC1,2015-07-01,17463.222
GDPC1,2015-10-01,17468.902
GDPC1,2016-01-01,17556.839
GDPC1,2016-04-01,17639.417
GDPC1,2016-07-01,17735.074
GDPC1,2016-10-01,17824.231
GDPC1,2017-01-01,17925.256
GDPC1,2017-04-01,18021.048
GDPC1,2017-07-01,18163.558
GDPC1,2017-10-01,18322.464
GDPC1,2018-01-01,18438.254
GDPC1,2018-04-01,18598.135
GDPC1,2018-07-01,18732.72
GDPC1,2018-10-01,18783.548
GDPC1,2019-01-01,18927.281
GDPC1,2019-04-01,19021.86
GDPC1,2019-07-01,19121.112
GDPC1,2019-10-01,19221.97
GDPC1,2020-01-01,18987.877
ICSA,1967-01-07,208000
ICSA,1967-01-14,207000
ICSA,1967-01-21,217000
ICSA,1967-01-28,204000
ICSA,1967-02-04,216000
ICSA,1967-02-11,229000
ICSA,1967-02-18,229000
ICSA,1967-02-25,242000
ICSA,1967-03-04,310000
ICSA,1967-03-11,241000
ICSA,1967-03-18,245000
ICSA,1967-03-25,247000
ICSA,1967-04-01,259000
ICSA,1967-04-08,257000
ICSA,1967-04-15,299000
ICSA,1967-04-22,245000
ICSA,1967-04-29,255000
ICSA,1967-05-06,254000
ICSA,1967-05-13,231000
ICSA,1967-05-20,230000
ICSA,1967-05-27,228000
ICSA,1967-06-03,248000
ICSA,1967-06-10,238000
ICSA,1967-06-17,224000
ICSA,1967-06-24,218000
ICSA,1967-07-01,209000
ICSA,1967-07-08,240000
ICSA,1967-07-15,241000
ICSA,1967-07-22,240000
ICSA,1967-07-29,209000
ICSA,1967-08-05,221000
ICSA,1967-08-12,202000
ICSA,1967-08-19,215000
ICSA,1967-08-26,213000
ICSA,1967-09-02,218000
ICSA,1967-09-09,231000
ICSA,1967-09-16,220000
ICSA,1967-09-23,209000
ICSA,1967-09-30,204000
ICSA,1967-10-07,231000
ICSA,1967-10-14,206000
ICSA,1967-10-21,223000
ICSA,1967-10-28,207000
ICSA,1967-11-04,222000
ICSA,1967-11-11,214000
ICSA,1967-11-18,198000
ICSA,1967-11-25,191000
ICSA,1967-12-02,196000
ICSA,1967-12-09,221000
ICSA,1967-12-16,204000
ICSA,1967-12-23,219000
ICSA,1967-12-30,216000
ICSA,1968-01-06,222000
ICSA,1968-01-13,222000
ICSA,1968-01-20,221000
ICSA,1968-01-27,198000
ICSA,1968-02-03,244000
ICSA,1968-02-10,210000
ICSA,1968-02-17,196000
ICSA,1968-02-24,193000
ICSA,1968-03-02,190000
ICSA,1968-03-09,204000
ICSA,1968-03-16,190000
ICSA,1968-03-23,200000
ICSA,1968-03-30,192000
ICSA,1968-04-06,191000
ICSA,1968-04-13,171000
ICSA,1968-04-20,183000
ICSA,1968-04-27,251000
ICSA,1968-05-04,209000
ICSA,1968-05-11,194000
ICSA,1968-05-18,199000
ICSA,1968-05-25,194000
ICSA,1968-06-01,199000
ICSA,1968-06-08,192000
ICSA,1968-06-15,194000
ICSA,1968-06-22,189000
ICSA,1968-06-29,194000
ICSA,1968-07-06,214000
ICSA,1968-07-13,186000
ICSA,1968-07-20,180000
ICSA,1968-07-27,205000
ICSA,1968-08-03,206000
ICSA,1968-08-10,218000
ICSA,1968-08-17,192000
ICSA,1968-08-24,193000
ICSA,1968-08-31,188000
ICSA,1968-09-07,189000
ICSA,1968-09-14,195000
ICSA,1968-09-21,191000
ICSA,1968-09-28,189000
ICSA,1968-10-05,185000
ICSA,1968-10-12,186000
ICSA,1968-10-19,191000
ICSA,1968-10-26,182000
ICSA,1968-11-02,181000
ICSA,1968-11-09,183000
ICSA,1968-11-16,192000
ICSA,1968-11-23,199000
ICSA,1968-11-30,162000
ICSA,1968-12-07,188000
ICSA,1968-12-14,195000
ICSA,1968-12-21,192000
ICSA,1968-12-28,223000
ICSA,1969-01-04,190000
ICSA,1969-01-11,191000
ICSA,1969-01-18,192000
ICSA,1969-01-25,193000
ICSA,1969-02-01,203000
ICSA,1969-02-08,197000
ICSA,1969-02-15,192000
ICSA,1969-02-22,192000
ICSA,1969-03-01,201000
ICSA,1969-03-08,191000
ICSA,1969-03-15,189000
ICSA,1969-03-22,181000
ICSA,1969-03-29,183000
ICSA,1969-04-05,182000
ICSA,1969-04-12,190000
ICSA,1969-04-19,187000
ICSA,1969-04-26,177000
ICSA,1969-05-03,177000
ICSA,1969-05-10,183000
ICSA,1969-05-17,179000
ICSA,1969-05-24,180000
ICSA,1969-05-31,187000
ICSA,1969-06-07,192000
ICSA,1969-06-14,182000
ICSA,1969-06-21,191000
ICSA,1969-06-28,203000
ICSA,1969-07-05,227000
ICSA,1969-07-12,210000
ICSA,1969-07-19,206000
ICSA,1969-07-26,192000
ICSA,1969-08-02,196000
ICSA,1969-08-09,203000
ICSA,1969-08-16,199000
ICSA,1969-08-23,199000
ICSA,1969-08-30,195000
ICSA,1969-09-06,182000
ICSA,1969-09-13,209000
ICSA,1969-09-20,195000
ICSA,1969-09-27,193000
ICSA,1969-10-04,193000
ICSA,1969-10-11,200000
ICSA,1969-10-18,199000
ICSA,1969-10-25,205000
ICSA,1969-11-01,198000
ICSA,1969-11-08,211000
ICSA,1969-11-15,197000
ICSA,1969-11-22,217000
ICSA,1969-11-29,202000
ICSA,1969-12-06,202000
ICSA,1969-12-13,222000
ICSA,1969-12-20,232000
ICSA,1969-12-27,223000
ICSA,1970-01-03,230000
ICSA,1970-01-10,242000
ICSA,1970-01-17,268000
ICSA,1970-01-24,256000
ICSA,1970-01-31,239000
ICSA,1970-02-07,256000
ICSA,1970-02-14,265000
ICSA,1970-02-21,271000
ICSA,1970-02-28,242000
ICSA,1970-03-07,262000
ICSA,1970-03-14,271000
ICSA,1970-03-21,264000
ICSA,1970-03-28,276000
ICSA,1970-04-04,273000
ICSA,1970-04-11,305000
ICSA,1970-04-18,374000
ICSA,1970-04-25,349000
ICSA,1970-05-02,334000
ICSA,1970-05-09,318000
ICSA,1970-05-16,303000
ICSA,1970-05-23,296000
ICSA,1970-05-30,301000
ICSA,1970-06-06,301000
ICSA,1970-06-13,298000
ICSA,1970-06-20,296000
ICSA,1970-06-27,291000
ICSA,1970-07-04,277000
ICSA,1970-07-11,288000
ICSA,1970-07-18,294000
ICSA,1970-07-25,287000
ICSA,1970-08-01,261000
ICSA,1970-08-08,266000
ICSA,1970-08-15,300000
ICSA,1970-08-22,303000
ICSA,1970-08-29,297000
ICSA,1970-09-05,324000
ICSA,1970-09-12,292000
ICSA,1970-09-19,325000
ICSA,1970-09-26,333000
ICSA,1970-10-03,350000
ICSA,1970-10-10,327000
ICSA,1970-10-17,334000
ICSA,1970-10-24,330000
ICSA,1970-10-31,327000
ICSA,1970-11-07,336000
ICSA,1970-11-14,314000
ICSA,1970-11-21,314000
ICSA,1970-11-28,337000
ICSA,1970-12-05,308000
ICSA,1970-12-12,306000
ICSA,1970-12-19,289000
ICSA,1970-12-26,321000
ICSA,1971-01-02,303000
ICSA,1971-01-09,288000
ICSA,1971-01-16,299000
ICSA,1971-01-23,312000
ICSA,1971-01-30,292000
ICSA,1971-02-06,296000
ICSA,1971-02-13,282000
ICSA,1971-02-20,268000
ICSA,1971-02-27,290000
ICSA,1971-03-06,297000
ICSA,1971-03-13,287000
ICSA,1971-03-20,291000
ICSA,1971-03-27,300000
ICSA,1971-04-03,299000
ICSA,1971-04-10,279000
ICSA,1971-04-17,284000
ICSA,1971-04-24,288000
ICSA,1971-05-01,290000
ICSA,1971-05-08,293000
ICSA,1971-05-15,284000
ICSA,1971-05-22,295000
ICSA,1971-05-29,299000
ICSA,1971-06-05,301000
ICSA,1971-06-12,295000
ICSA,1971-06-19,299000
ICSA,1971-06-26,291000
ICSA,1971-07-03,277000
ICSA,1971-07-10,264000
ICSA,1971-07-17,313000
ICSA,1971-07-24,304000
ICSA,1971-07-31,308000
ICSA,1971-08-07,349000
ICSA,1971-08-14,325000
ICSA,1971-08-21,320000
ICSA,1971-08-28,307000
ICSA,1971-09-04,359000
ICSA,1971-09-11,312000
ICSA,1971-09-18,302000
ICSA,1971-09-25,308000
ICSA,1971-10-02,299000
ICSA,1971-10-09,313000
ICSA,1971-10-16,299000
ICSA,1971-10-23,294000
ICSA,1971-10-30,283000
ICSA,1971-11-06,301000
ICSA,1971-11-13,295000
ICSA,1971-11-20,274000
ICSA,1971-11-27,278000
ICSA,1971-12-04,299000
ICSA,1971-12-11,280000
ICSA,1971-12-18,269000
ICSA,1971-12-25,244000
ICSA,1972-01-01,279000
ICSA,1972-01-08,295000
ICSA,1972-01-15,250000
ICSA,1972-01-22,263000
ICSA,1972-01-29,269000
ICSA,1972-02-05,276000
ICSA,1972-02-12,266000
ICSA,1972-02-19,258000
ICSA,1972-02-26,254000
ICSA,1972-03-04,257000
ICSA,1972-03-11,264000
ICSA,1972-03-18,266000
ICSA,1972-03-25,264000
ICSA,1972-04-01,258000
ICSA,1972-04-08,274000
ICSA,1972-04-15,259000
ICSA,1972-04-22,259000
ICSA,1972-04-29,265000
ICSA,1972-05-06,271000
ICSA,1972-05-13,266000
ICSA,1972-05-20,267000
ICSA,1972-05-27,267000
ICSA,1972-06-03,264000
ICSA,1972-06-10,268000
ICSA,1972-06-17,275000
ICSA,1972-06-24,286000
ICSA,1972-07-01,350000
ICSA,1972-07-08,297000
ICSA,1972-07-15,318000
ICSA,1972-07-22,276000
ICSA,1972-07-29,247000
ICSA,1972-08-05,250000
